file,class,line_comments,block_comments,comment_lines,total_comments
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsBrandServiceImpl.java,PmsBrandServiceImpl,3,0,3,3
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsBrandServiceImpl.java,com.macro.mall.service.impl.PmsBrandServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductAttributeCategoryServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductAttributeCategoryServiceImpl.java,com.macro.mall.service.impl.PmsProductAttributeCategoryServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductAttributeServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductAttributeServiceImpl.java,PmsProductAttributeServiceImpl,3,0,3,3
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductAttributeServiceImpl.java,com.macro.mall.service.impl.PmsProductAttributeServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductCategoryServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductCategoryServiceImpl.java,PmsProductCategoryServiceImpl,6,2,14,8
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductCategoryServiceImpl.java,com.macro.mall.service.impl.PmsProductCategoryServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductServiceImpl.java,PmsProductServiceImpl,31,1,38,32
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsProductServiceImpl.java,com.macro.mall.service.impl.PmsProductServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsSkuStockServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\PmsSkuStockServiceImpl.java,com.macro.mall.service.impl.PmsSkuStockServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsCouponHistoryServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsCouponHistoryServiceImpl.java,com.macro.mall.service.impl.SmsCouponHistoryServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsCouponServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsCouponServiceImpl.java,SmsCouponServiceImpl,8,0,8,8
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsCouponServiceImpl.java,com.macro.mall.service.impl.SmsCouponServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsFlashPromotionProductRelationServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsFlashPromotionProductRelationServiceImpl.java,com.macro.mall.service.impl.SmsFlashPromotionProductRelationServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsFlashPromotionServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsFlashPromotionServiceImpl.java,com.macro.mall.service.impl.SmsFlashPromotionServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsFlashPromotionSessionServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsFlashPromotionSessionServiceImpl.java,com.macro.mall.service.impl.SmsFlashPromotionSessionServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeAdvertiseServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeAdvertiseServiceImpl.java,com.macro.mall.service.impl.SmsHomeAdvertiseServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeBrandServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeBrandServiceImpl.java,com.macro.mall.service.impl.SmsHomeBrandServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeNewProductServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeNewProductServiceImpl.java,com.macro.mall.service.impl.SmsHomeNewProductServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeRecommendProductServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeRecommendProductServiceImpl.java,com.macro.mall.service.impl.SmsHomeRecommendProductServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeRecommendSubjectServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\SmsHomeRecommendSubjectServiceImpl.java,com.macro.mall.service.impl.SmsHomeRecommendSubjectServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsAdminCacheServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsAdminCacheServiceImpl.java,com.macro.mall.service.impl.UmsAdminCacheServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsAdminServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsAdminServiceImpl.java,UmsAdminServiceImpl,16,2,23,18
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsAdminServiceImpl.java,com.macro.mall.service.impl.UmsAdminServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsMemberLevelServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsMemberLevelServiceImpl.java,com.macro.mall.service.impl.UmsMemberLevelServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsMenuServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsMenuServiceImpl.java,UmsMenuServiceImpl,2,2,8,4
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsMenuServiceImpl.java,com.macro.mall.service.impl.UmsMenuServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsResourceCategoryServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsResourceCategoryServiceImpl.java,com.macro.mall.service.impl.UmsResourceCategoryServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsResourceServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsResourceServiceImpl.java,com.macro.mall.service.impl.UmsResourceServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsRoleServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsRoleServiceImpl.java,UmsRoleServiceImpl,4,0,4,4
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\service\impl\UmsRoleServiceImpl.java,com.macro.mall.service.impl.UmsRoleServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\validator\FlagValidatorClass.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\validator\FlagValidatorClass.java,FlagValidatorClass,1,0,1,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\main\java\com\macro\mall\validator\FlagValidatorClass.java,com.macro.mall.validator.FlagValidatorClass,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-admin\src\test\com\macro\mall\PmsDaoTests.java,com.macro.mall.PmsDaoTests,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\CommonPage.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\CommonPage.java,CommonPage,0,7,21,7
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\CommonPage.java,com.macro.mall.common.api.CommonPage,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\CommonResult.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\CommonResult.java,CommonResult,0,13,49,13
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\CommonResult.java,com.macro.mall.common.api.CommonResult,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\IErrorCode.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\IErrorCode.java,IErrorCode,0,2,6,2
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\IErrorCode.java,com.macro.mall.common.api.IErrorCode,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\ResultCode.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\api\ResultCode.java,com.macro.mall.common.api.ResultCode,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\config\BaseRedisConfig.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\config\BaseRedisConfig.java,BaseRedisConfig,3,0,3,3
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\config\BaseRedisConfig.java,com.macro.mall.common.config.BaseRedisConfig,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\config\BaseSwaggerConfig.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\config\BaseSwaggerConfig.java,BaseSwaggerConfig,2,1,57,3
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\config\BaseSwaggerConfig.java,com.macro.mall.common.config.BaseSwaggerConfig,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\config\BaseSwaggerConfig.java,com.macro.mall.common.config.BaseSwaggerConfig$Anonymous1,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\domain\SwaggerProperties.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\domain\SwaggerProperties.java,SwaggerProperties,0,8,24,8
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\domain\SwaggerProperties.java,com.macro.mall.common.domain.SwaggerProperties,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\domain\WebLog.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\domain\WebLog.java,WebLog,0,11,33,11
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\domain\WebLog.java,com.macro.mall.common.domain.WebLog,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\exception\ApiException.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\exception\ApiException.java,com.macro.mall.common.exception.ApiException,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\exception\Asserts.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\exception\Asserts.java,com.macro.mall.common.exception.Asserts,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\exception\GlobalExceptionHandler.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\exception\GlobalExceptionHandler.java,com.macro.mall.common.exception.GlobalExceptionHandler,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\log\WebLogAspect.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\log\WebLogAspect.java,WebLogAspect,5,1,8,6
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\log\WebLogAspect.java,com.macro.mall.common.log.WebLogAspect,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\service\RedisService.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\service\RedisService.java,RedisService,0,34,102,34
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\service\RedisService.java,com.macro.mall.common.service.RedisService,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\service\impl\RedisServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\service\impl\RedisServiceImpl.java,com.macro.mall.common.service.impl.RedisServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\util\RequestUtil.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\util\RequestUtil.java,RequestUtil,3,1,6,4
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-common\src\main\java\com\macro\mall\common\util\RequestUtil.java,com.macro.mall.common.util.RequestUtil,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\MallDemoApplication.java,com.macro.mall.demo.MallDemoApplication,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\bo\AdminUserDetails.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\bo\AdminUserDetails.java,AdminUserDetails,1,0,1,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\bo\AdminUserDetails.java,com.macro.mall.demo.bo.AdminUserDetails,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\MyBatisConfig.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\MyBatisConfig.java,com.macro.mall.demo.config.MyBatisConfig,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\RestTemplateConfig.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\RestTemplateConfig.java,com.macro.mall.demo.config.RestTemplateConfig,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\SecurityConfig.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\SecurityConfig.java,SecurityConfig,13,0,13,13
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\SecurityConfig.java,com.macro.mall.demo.config.SecurityConfig,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\SecurityConfig.java,com.macro.mall.demo.config.SecurityConfig$Anonymous1,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\SwaggerConfig.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\config\SwaggerConfig.java,com.macro.mall.demo.config.SwaggerConfig,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\controller\DemoController.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\controller\DemoController.java,com.macro.mall.demo.controller.DemoController,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\controller\RestTemplateDemoController.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\controller\RestTemplateDemoController.java,RestTemplateDemoController,2,0,2,2
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\controller\RestTemplateDemoController.java,com.macro.mall.demo.controller.RestTemplateDemoController,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\dto\PmsBrandDto.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\dto\PmsBrandDto.java,com.macro.mall.demo.dto.PmsBrandDto,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\service\DemoService.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\service\DemoService.java,com.macro.mall.demo.service.DemoService,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\service\impl\DemoServiceImpl.java,<file_level>,0,1,4,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\service\impl\DemoServiceImpl.java,com.macro.mall.demo.service.impl.DemoServiceImpl,0,0,0,0
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\validator\FlagValidatorClass.java,<file_level>,0,1,3,1
C:\Users\Ana Luiza\Um-estudo-das-caracteristicas-de-qualidade-de-sistemas-java\code\repo\mall-demo\src\main\java\com\macro\mall\demo\validator\FlagValidatorClass.java,com.macro.mall.demo.validator.FlagValidatorClass,0,0,0,0
