repo_owner,repo_name,cbo_mean,cbo_median,cbo_std,cbo_min,cbo_max,dit_mean,dit_median,dit_std,dit_min,dit_max,loc_mean,loc_median,loc_std,loc_min,loc_max
rememberber_WePush,rememberber_WePush,6.811594202898551,2.5,7.882363027913699,0.0,35.0,1.5797101449275361,1.0,1.4687612304395024,1.0,7.0,82.06521739130434,37.0,122.72195959806433,2.0,927.0
remkop_picocli,remkop_picocli,3.0037414965986393,2.0,4.956598251604754,0.0,91.0,1.1115646258503402,1.0,1.4744514499172263,1.0,76.0,32.66428571428571,5.0,305.07896536893827,1.0,13512.0
rengwuxian_MaterialEditText,rengwuxian_MaterialEditText,5.653846153846154,2.0,10.5865662334576,0.0,34.0,1.3076923076923077,1.0,0.4706787243316417,1.0,2.0,130.19230769230768,16.0,327.26161024241986,3.0,1020.0
rengwuxian_RxJavaSamples,rengwuxian_RxJavaSamples,4.547169811320755,3.0,5.372887913245714,0.0,20.0,1.3962264150943395,1.0,0.7426465833425498,1.0,3.0,18.88679245283019,8.0,20.461653043755256,2.0,91.0
resilience4j_resilience4j,resilience4j_resilience4j,6.9974905897114175,6.0,6.1525894171739335,0.0,34.0,1.466750313676286,1.0,1.0086685693914126,1.0,15.0,38.79548306148055,21.0,57.93766444533136,1.0,724.0
rest,assured_rest-assured,5.2414772727272725,4.0,5.837650502613477,0.0,50.0,1.1988636363636365,1.0,0.45596893362814117,1.0,5.0,40.62642045454545,13.0,76.88226713229724,1.0,680.0
ReVanced_revanced,patches,5.25754060324826,3.0,6.285533962450205,0.0,51.0,1.368909512761021,1.0,0.6476134855581211,1.0,4.0,45.109048723897914,16.0,84.89133785912185,1.0,818.0
rey5137_material,rey5137_material,6.511475409836065,3.0,7.982342733394351,0.0,66.0,1.6459016393442623,1.0,1.194501350830321,1.0,9.0,89.65901639344263,15.0,182.38042710175566,3.0,1635.0
RikkaApps_Sui,RikkaApps_Sui,4.932584269662922,3.0,5.724345442551386,0.0,31.0,1.1797752808988764,1.0,0.41455884966620593,1.0,3.0,50.71910112359551,26.0,69.58643885061308,3.0,415.0
RipMeApp_ripme,RipMeApp_ripme,5.009375,4.0,3.4591081329202633,0.0,24.0,2.540625,2.0,1.2858914610221892,1.0,5.0,62.203125,30.0,111.11969028997996,1.0,1455.0
RoaringBitmap_RoaringBitmap,RoaringBitmap_RoaringBitmap,5.586206896551724,5.0,4.822233733452429,0.0,33.0,1.1394984326018809,1.0,0.4664314566634633,1.0,7.0,122.9090909090909,26.0,348.16063599616916,1.0,3690.0
robinhood_ticker,robinhood_ticker,4.612903225806452,4.0,4.758693233475192,0.0,26.0,1.3225806451612903,1.0,0.7017642896867651,1.0,4.0,51.0,27.0,75.58924085697205,1.0,383.0
roboguice_roboguice,roboguice_roboguice,4.499550224887556,3.0,6.404289329288501,0.0,73.0,1.2227886056971515,1.0,1.0215829351802106,1.0,41.0,22.196701649175413,6.0,67.86248172466341,1.0,1105.0
robolectric_robolectric,robolectric_robolectric,5.932344064386318,4.0,6.695287003835481,0.0,97.0,1.3667002012072436,1.0,1.2084972847321547,1.0,47.0,56.28169014084507,15.0,132.70404439201562,1.0,2950.0
rockerhieu_emojicon,rockerhieu_emojicon,5.153846153846154,4.0,5.239216803354354,0.0,22.0,1.564102564102564,1.0,0.787897662165515,1.0,4.0,76.17948717948718,13.0,261.0418268355185,3.0,1643.0
rom1v_sndcpy,rom1v_sndcpy,7.75,4.5,8.261355820929152,2.0,20.0,2.0,2.0,0.816496580927726,1.0,3.0,53.5,20.0,70.37281672161015,15.0,159.0
romandanylyk_PageIndicatorView,romandanylyk_PageIndicatorView,5.513888888888889,4.0,5.553816237901812,0.0,34.0,1.5,1.0,0.712068994916312,1.0,4.0,49.05555555555556,26.5,74.46047990237939,1.0,536.0
roncoo_roncoo,pay,5.2055837563451774,3.0,6.222414485131446,0.0,59.0,1.281725888324873,1.0,0.6571749748524848,1.0,5.0,50.53299492385787,28.0,83.08137081043158,1.0,1032.0
ronmamo_reflections,ronmamo_reflections,2.771573604060914,1.0,5.445800109962451,0.0,44.0,1.1522842639593909,1.0,0.5021965632792413,1.0,5.0,24.274111675126903,8.0,41.898516727042264,2.0,266.0
roughike_BottomBar,roughike_BottomBar,4.909090909090909,2.0,6.833688659816213,0.0,45.0,1.2878787878787878,1.0,0.6267167564170378,1.0,4.0,42.93939393939394,6.0,111.78631797219589,1.0,654.0
rovo89_XposedInstaller,rovo89_XposedInstaller,4.896551724137931,2.0,6.770212709342087,0.0,43.0,1.4187192118226601,1.0,0.8542522264016916,1.0,6.0,44.23645320197044,10.0,81.49629920062353,3.0,488.0
rstudio_rstudio,rstudio_rstudio,4.892678749821607,2.0,10.010779904925608,0.0,272.0,1.277579563293849,1.0,0.6336626614016929,1.0,12.0,32.52376195233338,9.0,115.53560548087822,1.0,5129.0
rubenlagus_TelegramBots,rubenlagus_TelegramBots,10.398160315374508,11.0,6.466549293788922,0.0,72.0,2.2036793692509855,1.0,1.7915847504690605,1.0,7.0,27.608409986859396,16.0,44.3608603295637,2.0,476.0
rubensousa_GravitySnapHelper,rubensousa_GravitySnapHelper,6.375,4.5,5.878228596147944,0.0,18.0,1.75,1.5,0.8864052604279183,1.0,3.0,76.25,13.5,139.90889893069703,3.0,412.0
rubensousa_PreviewSeekBar,rubensousa_PreviewSeekBar,5.6521739130434785,2.0,6.3432762946444035,0.0,20.0,1.173913043478261,1.0,0.38755338788158983,1.0,2.0,50.69565217391305,11.0,74.13405228037841,3.0,293.0
rubensousa_ViewPagerCards,rubensousa_ViewPagerCards,5.333333333333333,6.0,4.847679857416329,0.0,15.0,1.5555555555555556,2.0,0.5270462766947299,1.0,2.0,26.666666666666668,14.0,23.98958107179031,5.0,71.0
runelite_runelite,runelite_runelite,3.614918292040063,1.0,7.119121191152643,0.0,94.0,1.2216657880864523,1.0,0.7345525032073449,1.0,10.0,125.64153927253558,17.0,1313.4372726369413,1.0,32002.0
ryanhoo_StylishMusicPlayer,ryanhoo_StylishMusicPlayer,5.025773195876289,3.0,5.7921114542584915,0.0,35.0,1.309278350515464,1.0,0.6496044989230748,1.0,4.0,29.778350515463917,12.5,45.78602345016537,2.0,255.0
s4kibs4mi_java,developer-roadmap,0.0,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,5.0,5.0,,5.0,5.0
saiwu,bigkoo_Android-ConvenientBanner,4.827586206896552,3.0,5.359030865992478,0.0,22.0,1.4482758620689655,1.0,0.6858887298634484,1.0,3.0,29.24137931034483,15.0,39.11489958389422,1.0,173.0
Sayi_poi,tl,6.493333333333333,4.0,7.964044518274526,0.0,63.0,1.2057142857142857,1.0,0.5274576375719036,1.0,4.0,43.43047619047619,23.0,69.7541855208243,1.0,926.0
saysky_ForestBlog,saysky_ForestBlog,5.104651162790698,3.0,5.264820134947781,0.0,20.0,1.069767441860465,1.0,0.25624885305538925,1.0,2.0,28.337209302325583,18.5,32.91972784717619,2.0,175.0
scribejava_scribejava,scribejava_scribejava,4.208502024291498,3.0,3.9881986893834602,0.0,23.0,1.4008097165991902,1.0,0.7835008502739746,1.0,6.0,25.649797570850204,17.0,31.7826165691763,1.0,408.0
scwang90_SmartRefreshLayout,scwang90_SmartRefreshLayout,6.651026392961877,3.0,7.59130155095532,0.0,56.0,1.5073313782991202,1.0,0.8492759399738044,1.0,5.0,53.21407624633431,12.0,154.9969200114674,1.0,2534.0
seaswalker_spring,analysis,2.4242424242424243,2.0,2.6461092077603183,0.0,14.0,1.2424242424242424,1.0,0.7512615652314043,1.0,4.0,11.454545454545455,8.0,7.902099836004467,3.0,36.0
SeleniumHQ_selenium,SeleniumHQ_selenium,5.96147672552167,4.0,7.241595080991732,0.0,81.0,1.3820224719101124,1.0,1.066131300658698,1.0,28.0,47.35741037988229,20.0,76.24679320622252,1.0,906.0
seven332_EhViewer,seven332_EhViewer,7.144758735440932,4.0,10.200359960153092,0.0,97.0,1.821963394342762,1.0,1.5099393382929194,1.0,16.0,73.83028286189683,25.0,155.95308423182868,2.0,1579.0
sherxon_AlgoDS,sherxon_AlgoDS,1.3380281690140845,1.0,0.832073250881815,0.0,4.0,1.004225352112676,1.0,0.06491096151475542,1.0,2.0,29.883098591549295,25.0,21.226672990332304,3.0,178.0
shopizer,ecommerce_shopizer,7.9367396593673964,4.0,9.723827079028585,0.0,92.0,1.6828872668288726,1.0,0.9799155647639396,1.0,6.0,43.38118410381184,20.0,74.65068459572053,1.0,988.0
shuzheng_zheng,shuzheng_zheng,4.530451866404715,3.0,5.718249896780394,0.0,40.0,1.4086444007858545,1.0,0.492066917854408,1.0,2.0,82.00785854616896,16.0,154.78272788495332,2.0,1017.0
shuzijun_leetcode,editor,6.32890365448505,4.0,6.031704717077912,0.0,33.0,1.7375415282392026,1.0,1.1751110312517947,1.0,9.0,44.588039867109636,22.0,62.34016674513904,1.0,354.0
shwenzhang_AndResGuard,shwenzhang_AndResGuard,3.5303030303030303,2.0,4.558068744105411,0.0,25.0,1.5,1.0,0.8638019716079873,1.0,4.0,98.57575757575758,41.5,159.1262740579666,1.0,897.0
signalapp_Signal,Server,9.127943485086343,5.0,13.078953704988322,0.0,245.0,1.4803767660910518,1.0,0.935470786514079,1.0,15.0,47.0392464678179,19.5,83.09064338307604,1.0,1038.0
singwhatiwanna_dynamic,load-apk,5.806451612903226,3.0,6.248511192321826,0.0,26.0,1.4516129032258065,1.0,0.8032193289024987,1.0,4.0,42.25806451612903,13.0,65.37757561208433,2.0,304.0
skylot_jadx,skylot_jadx,4.457856399583767,3.0,6.706487210031563,0.0,95.0,1.6670135275754423,1.0,1.2612206982573855,1.0,21.0,44.50398890045092,18.0,94.13998152847543,1.0,1471.0
smuyyh_BookReader,smuyyh_BookReader,4.798283261802575,2.0,6.572775091751871,0.0,76.0,1.4377682403433476,1.0,0.8136046983863217,1.0,6.0,44.22603719599428,13.0,138.74814997152254,1.0,3008.0
Snailclimb_guide,rpc-framework,4.621052631578947,4.0,3.9225994078189688,0.0,21.0,1.2105263157894737,1.0,0.6506091555121878,1.0,4.0,24.273684210526316,11.0,30.401722412453818,2.0,131.0
Snailclimb_JavaGuide,Snailclimb_JavaGuide,,,,,,,,,,,,,,,
sockeqwe_mosby,sockeqwe_mosby,5.380664652567976,3.0,5.6840771451273655,0.0,39.0,1.6117824773413898,1.0,1.2282775762636469,1.0,10.0,25.88821752265861,12.0,36.002221483330175,2.0,291.0
socketio_socket.io,client-java,1.9213973799126638,1.0,2.7992677244506283,0.0,22.0,1.0960698689956332,1.0,0.41825904255121615,1.0,4.0,24.624454148471617,7.0,73.16868587281206,1.0,800.0
sofastack_sofa,boot,5.153259949195597,3.0,5.4562403978361615,0.0,45.0,1.1981371718882303,1.0,0.534913189359711,1.0,7.0,27.798475867908554,12.0,46.41938553672653,2.0,590.0
sofastack_sofa,jraft,6.228094575799722,3.0,8.564999132839286,0.0,129.0,1.4638386648122392,1.0,1.0888246172004643,1.0,18.0,95.68497913769124,18.0,446.91529938726507,1.0,10990.0
sofastack_sofa,rpc,5.221204188481676,3.0,5.49842109767132,0.0,42.0,1.3219895287958114,1.0,0.6255743408643863,1.0,5.0,47.40903141361257,19.0,72.55925634482487,1.0,576.0
software,mansion_react-native-svg,6.545871559633028,5.0,7.098400314500563,0.0,51.0,2.646788990825688,1.0,7.130063162540269,1.0,105.0,60.0,28.0,104.03539808786016,1.0,752.0
SonarSource_sonarqube,SonarSource_sonarqube,7.195891841708251,5.0,8.635232445538808,0.0,300.0,1.1754670999187653,1.0,0.517867133341293,1.0,10.0,47.84983172797958,25.0,73.43998244565053,1.0,1370.0
spinnaker_spinnaker,spinnaker_spinnaker,6.594429513804056,5.0,6.897871848607229,0.0,109.0,1.5682873198143172,1.0,1.1609786378145266,1.0,23.0,28.842413877351575,13.0,57.733369311507026,1.0,1879.0
SplashCodes_JAViewer,SplashCodes_JAViewer,5.787709497206704,4.0,6.352002674948252,0.0,41.0,1.5977653631284916,1.0,0.9150400806143006,1.0,7.0,35.245810055865924,15.0,85.21219990849089,3.0,894.0
SPLWare_esProc,SPLWare_esProc,6.680377358490566,5.0,7.575623012842392,0.0,87.0,2.170566037735849,2.0,1.5205778827057415,1.0,18.0,160.70528301886793,45.0,511.96549983227567,1.0,11062.0
spockframework_spock,spockframework_spock,5.40633608815427,4.0,6.64541645035231,0.0,59.0,1.4476584022038568,1.0,1.088821583360366,1.0,18.0,35.108815426997246,15.0,58.39740669231772,1.0,633.0
spotbugs_spotbugs,spotbugs_spotbugs,4.083301707779886,2.0,7.737489741178002,0.0,193.0,1.3686907020872865,1.0,0.8689662191181953,1.0,15.0,41.20569259962049,14.0,192.94460406315855,1.0,11399.0
spring,attic_spring-mvc-showcase,5.172413793103448,5.0,3.685618951253846,0.0,19.0,1.206896551724138,1.0,0.44950735956565857,1.0,3.0,22.086206896551722,18.0,19.02471567231908,1.0,104.0
spring,attic_spring-security-oauth,6.064064064064064,4.0,6.466183027551223,0.0,54.0,1.6026026026026026,1.0,1.569764809245616,1.0,24.0,35.23923923923924,14.0,55.169749177156525,1.0,536.0
spring,cloud_spring-cloud-gateway,6.902378999179655,5.0,7.577914018449933,0.0,138.0,1.3716160787530762,1.0,0.7829557048356524,1.0,10.0,33.5233798195242,17.0,48.98803583433103,1.0,632.0
spring,cloud_spring-cloud-kubernetes,7.887259395050412,6.0,6.585857303885948,0.0,36.0,1.2612282309807517,1.0,0.5556630506381384,1.0,5.0,29.153070577451878,15.0,41.977161081825315,2.0,462.0
spring,cloud_spring-cloud-netflix,7.208333333333333,6.0,6.769294818867042,0.0,56.0,1.2159090909090908,1.0,0.5329207198122945,1.0,5.0,32.234848484848484,11.0,61.091075791983094,2.0,603.0
spring,io_initializr,5.90650406504065,4.0,5.99893124589104,0.0,46.0,1.2669376693766938,1.0,0.6255670742288814,1.0,5.0,43.052845528455286,23.5,66.35089218841469,1.0,1017.0
spring,projects_spring-ai,7.5054945054945055,5.0,8.356793064309057,0.0,79.0,1.1857142857142857,1.0,0.8262021915045521,1.0,30.0,43.84615384615385,21.0,67.80580710349889,1.0,1305.0
spring,projects_spring-authorization-server,10.251840942562593,7.0,10.201649412508027,0.0,79.0,1.3946980854197348,1.0,0.8220961347256429,1.0,11.0,54.77761413843888,28.0,74.19289834479271,2.0,624.0
spring,projects_spring-boot,5.385442893110552,4.0,6.3118675601643615,0.0,179.0,1.2938887617303731,1.0,0.783331057334578,1.0,16.0,29.776150148775464,11.0,61.247780754718235,1.0,1937.0
spring,projects_spring-data-examples,2.6212144040982372,2.0,1.613485449001162,0.0,20.0,1.0085882175681784,1.0,0.11934020415475874,1.0,4.0,7.704384511074281,4.0,6.9548401454146465,1.0,132.0
spring,projects_spring-framework,5.231697989510489,3.0,6.79165346469386,0.0,202.0,1.476125437062937,1.0,1.523882734330581,1.0,70.0,41.06402972027972,12.0,105.63430193526847,1.0,5590.0
spring,projects_spring-security,7.7145413870246085,5.0,8.351411069861848,0.0,207.0,1.264578672632364,1.0,0.7596473237602759,1.0,21.0,40.67486950037286,16.0,74.94836250970702,1.0,2398.0
springdoc_springdoc,openapi,3.9317333333333333,3.0,4.781000779524085,0.0,71.0,1.3138666666666667,1.0,0.6235313891540866,1.0,4.0,14.4768,6.0,33.88111533613347,1.0,735.0
springfox_springfox,springfox_springfox,5.702464788732394,3.0,7.651289551763576,0.0,78.0,1.1205985915492958,1.0,0.3965467601713823,1.0,4.0,28.27024647887324,16.0,40.870635434505445,1.0,603.0
springside_springside4,springside_springside4,3.165079365079365,2.0,3.3800726790022098,0.0,19.0,1.276190476190476,1.0,0.8039936712909418,1.0,6.0,40.768253968253966,23.0,52.96994949487336,1.0,430.0
sqshq_piggymetrics,sqshq_piggymetrics,6.040404040404041,5.0,4.342291297533661,0.0,17.0,1.0606060606060606,1.0,0.23982058847557647,1.0,2.0,19.0,11.0,20.054008709136497,1.0,90.0
square_android,times-square,4.553191489361702,4.0,5.656118313435298,0.0,27.0,1.2340425531914894,1.0,0.597559018640466,1.0,4.0,48.638297872340424,8.0,123.48779653347108,1.0,693.0
square_dagger,square_dagger,3.1748768472906406,3.0,2.9466799663862604,0.0,20.0,1.229064039408867,1.0,0.716123039871297,1.0,8.0,19.810344827586206,5.0,53.8781981732808,1.0,717.0
square_javapoet,square_javapoet,4.505050505050505,2.0,5.878660366231821,0.0,28.0,1.1515151515151516,1.0,0.6121830519165027,1.0,5.0,76.17171717171718,22.0,126.43067313862778,1.0,801.0
square_otto,square_otto,2.4352941176470586,1.0,3.129913504143104,0.0,22.0,1.388235294117647,1.0,0.8741542531288774,1.0,5.0,23.376470588235293,8.0,45.811460530814635,2.0,311.0
square_sqlbrite,square_sqlbrite,4.69811320754717,2.0,5.878402457617941,0.0,33.0,1.3584905660377358,1.0,0.7707594182768925,1.0,6.0,31.40566037735849,9.0,76.17783433417796,3.0,708.0
sshahine_JFoenix,sshahine_JFoenix,6.92,4.0,6.938965721418349,0.0,39.0,1.6235294117647059,1.0,0.9612353317112713,1.0,12.0,57.75529411764706,21.0,99.30442700648075,1.0,999.0
ssssssss,team_spider-flow,5.385093167701863,4.0,5.169697901958636,0.0,30.0,1.7329192546583851,1.0,3.4017601399407105,1.0,43.0,54.33540372670807,29.0,105.12938124635869,2.0,1136.0
stanfordnlp_CoreNLP,stanfordnlp_CoreNLP,5.922415795586527,4.0,7.92219493582665,0.0,223.0,1.6499419279907084,1.0,2.4825348339987485,1.0,121.0,129.46225319396052,26.0,1010.2461368385652,1.0,62903.0
StarRocks_starrocks,StarRocks_starrocks,8.615651260504201,4.0,18.489511363511273,0.0,1033.0,1.4980042016806723,1.0,1.0510632278823198,1.0,28.0,77.26628151260505,22.0,192.0574855005018,1.0,6854.0
stfalcon,studio_ChatKit,5.768518518518518,3.0,6.546178854704834,0.0,34.0,2.8981481481481484,2.0,4.831632170994697,1.0,47.0,43.333333333333336,14.0,91.0647299821889,3.0,600.0
Stirling,Tools_Stirling-PDF,8.208547008547008,5.0,8.042327798131462,0.0,59.0,1.2324786324786325,1.0,0.5588376298586843,1.0,6.0,60.67008547008547,24.0,98.99380192386792,1.0,987.0
stleary_JSON,java,3.1868131868131866,2.0,4.825653871439112,0.0,35.0,1.2197802197802199,1.0,0.6289709020331511,1.0,5.0,134.52747252747253,23.0,307.4580853333902,1.0,2206.0
strimzi_strimzi,kafka-operator,11.280836236933798,8.0,13.410372528398655,0.0,121.0,1.4961672473867595,1.0,0.8864110168749356,1.0,15.0,83.41184668989547,33.0,153.37009049135543,1.0,2078.0
sunfusheng_MarqueeView,sunfusheng_MarqueeView,5.409090909090909,4.0,4.8859281996663,0.0,16.0,1.3636363636363635,1.0,0.49236596391733095,1.0,2.0,36.54545454545455,17.0,53.089078127711126,3.0,245.0
SuperMonster003_AutoJs6,SuperMonster003_AutoJs6,5.149886877828054,3.0,6.557019074114373,0.0,51.0,1.4649321266968325,1.0,0.8778948529673445,1.0,11.0,63.0197963800905,21.0,134.14416369608466,1.0,2057.0
supertokens_supertokens,core,10.998973305954825,10.0,10.986818177351664,0.0,156.0,1.5965092402464065,1.0,1.0920756006759866,1.0,17.0,110.33778234086242,47.0,177.23096766332796,1.0,2735.0
Suwayomi_Suwayomi,Server,5.551470588235294,2.0,10.463099911045415,0.0,132.0,1.625,1.0,1.4751212834824128,1.0,17.0,100.4779411764706,17.5,260.0914118339084,1.0,3386.0
swagger,api_swagger-core,4.820460704607046,3.0,6.877594282133926,0.0,144.0,1.2262872628726287,1.0,0.6041775775553959,1.0,9.0,28.742547425474253,8.0,120.26607272837269,1.0,2904.0
syncthing_syncthing,android,6.514084507042254,2.5,9.144029494542504,0.0,49.0,1.6901408450704225,1.0,1.1247259624727588,1.0,6.0,59.32394366197183,13.5,107.15988910960397,1.0,555.0
tbruyelle_RxPermissions,tbruyelle_RxPermissions,4.65,2.0,5.668704483946557,0.0,20.0,1.1,1.0,0.3077935056255462,1.0,2.0,43.8,11.5,87.98779819713042,3.0,382.0
tchiotludo_akhq,tchiotludo_akhq,8.20327868852459,6.0,7.888073259114432,0.0,58.0,1.2918032786885245,1.0,0.5288689153225758,1.0,4.0,56.95737704918033,16.0,127.63427457281637,1.0,847.0
Team,xManager_xManager,2.017175572519084,2.0,2.6041757245426034,0.0,47.0,1.0209923664122138,1.0,0.24255288189430096,1.0,6.0,41.63358778625954,7.0,523.6754458249421,2.0,11978.0
TeamAmaze_AmazeFileManager,TeamAmaze_AmazeFileManager,7.3047404063205414,4.0,10.724845350607607,0.0,110.0,1.4492099322799097,1.0,0.9881735328078012,1.0,10.0,71.89841986455981,19.0,170.2973207097999,1.0,1665.0
TeamNewPipe_NewPipe,TeamNewPipe_NewPipe,8.295221843003413,5.0,10.321492522858286,0.0,91.0,1.6450511945392492,1.0,1.0955782522377615,1.0,11.0,70.93174061433447,24.0,140.6085265048104,1.0,1566.0
tencentmusic_supersonic,tencentmusic_supersonic,6.28169014084507,4.0,7.315053524480682,0.0,59.0,1.2904929577464788,1.0,0.6255480937318155,1.0,4.0,40.81954225352113,14.0,83.5467950658879,1.0,906.0
Tencent_APIJSON,Tencent_APIJSON,5.885714285714286,3.0,8.67203210249763,0.0,44.0,1.2428571428571429,1.0,0.6688886366814536,1.0,4.0,197.77142857142857,19.0,616.7937707966754,2.0,4671.0
Tencent_GT,Tencent_GT,3.9069097888675626,2.0,5.155969861789087,0.0,49.0,1.2975047984644914,1.0,0.6616817804316836,1.0,6.0,53.01919385796545,18.0,117.73193478788167,1.0,1851.0
Tencent_matrix,Tencent_matrix,5.680545585068198,3.0,7.131706502174467,0.0,59.0,1.3431442928930366,1.0,1.0135493809869782,1.0,16.0,56.73510409188801,16.0,103.79978120689402,1.0,1213.0
Tencent_QMUI_Android,Tencent_QMUI_Android,5.468105065666041,3.0,6.5639086869732335,0.0,54.0,1.629455909943715,1.0,1.3401124906983009,1.0,16.0,54.69887429643527,11.0,138.0469551287816,1.0,1721.0
Tencent_Shadow,Tencent_Shadow,4.244807121661721,3.0,4.121232454788002,0.0,30.0,1.78486646884273,1.0,1.0583325624548026,1.0,8.0,32.5,12.0,57.346843640107274,2.0,682.0
Tencent_tinker,Tencent_tinker,4.7942307692307695,3.0,7.117102348750979,0.0,96.0,1.603846153846154,1.0,2.5056361545336507,1.0,53.0,77.78461538461538,28.0,137.51845472176382,1.0,1334.0
Tencent_VasSonic,Tencent_VasSonic,4.198198198198198,2.0,4.900500567789562,0.0,25.0,1.2792792792792793,1.0,0.5903954171288498,1.0,4.0,66.85585585585585,19.0,119.64279006859216,3.0,829.0
termux_termux,app,5.909657320872274,4.0,7.18426667758819,0.0,61.0,1.4299065420560748,1.0,0.7041681643885342,1.0,6.0,76.0404984423676,31.0,148.19314332907166,1.0,1912.0
testcontainers_testcontainers,java,5.3478260869565215,4.0,4.881803661309787,0.0,71.0,1.4938684503901896,1.0,0.8865414066534626,1.0,13.0,34.55629877369008,19.0,49.82022823756207,1.0,770.0
TGX,Android_Telegram-X,9.468630849220103,4.0,19.489518601803553,0.0,409.0,1.4228769497400346,1.0,0.8742125684758385,1.0,11.0,145.64852686308492,20.0,510.1147397533962,1.0,10798.0
TheAlgorithms_Java,TheAlgorithms_Java,2.0624584717607974,2.0,1.456854877037858,0.0,14.0,1.0438538205980066,1.0,0.2790390613629405,1.0,7.0,38.287707641196015,26.0,41.393274894724314,1.0,451.0
TheoKanning_openai,java,5.387878787878788,4.0,8.234066563997402,0.0,81.0,1.084848484848485,1.0,0.37295884501364207,1.0,4.0,16.866666666666667,7.0,35.622775212230984,1.0,394.0
theonedev_onedev,theonedev_onedev,5.838206627680312,4.0,8.858094531174936,0.0,377.0,1.4108187134502923,1.0,0.8389738330317311,1.0,8.0,40.1879873294347,14.0,175.50417996386142,1.0,7550.0
thinkaurelius_titan,thinkaurelius_titan,5.864491844416562,3.0,8.652920078635475,0.0,109.0,1.3695106649937265,1.0,0.806190042347864,1.0,7.0,44.64429109159347,14.0,125.80809056508039,1.0,3622.0
ThirtyDegreesRay_OpenHub,ThirtyDegreesRay_OpenHub,6.7560975609756095,4.0,7.582319290060365,0.0,48.0,1.6326219512195121,1.0,1.1815773454468113,1.0,9.0,37.422256097560975,11.0,58.908183636314355,1.0,633.0
tiann_epic,tiann_epic,3.228187919463087,3.0,5.287824880274276,0.0,61.0,1.6241610738255035,1.0,0.8259025371718791,1.0,3.0,34.40939597315436,12.0,65.18922699744628,2.0,385.0
tianshiyeben_wgcloud,tianshiyeben_wgcloud,6.0423728813559325,3.0,7.749710849633907,0.0,55.0,1.194915254237288,1.0,0.39782473863662926,1.0,2.0,51.73728813559322,37.5,56.34788584087944,6.0,381.0
timehop_sticky,headers-recyclerview,4.620689655172414,2.0,4.945515956785272,0.0,17.0,1.2758620689655173,1.0,0.5275652785700641,1.0,3.0,27.862068965517242,8.0,39.88082616454306,2.0,174.0
tink,crypto_tink,7.6662116040955635,5.0,7.430358707041162,0.0,75.0,1.2887372013651877,1.0,1.241601337947264,1.0,41.0,56.08259385665529,30.0,78.78610719699496,1.0,1256.0
TNG_ArchUnit,TNG_ArchUnit,3.6097494553376905,2.0,7.094063320586142,0.0,208.0,1.2753267973856208,1.0,1.0478402127094826,1.0,28.0,21.820806100217865,6.0,61.58637453452438,1.0,1187.0
TommyLemon_Android,ZBLibrary,5.377358490566038,3.0,6.410932347813381,0.0,48.0,1.559748427672956,1.0,1.0331489640596767,1.0,5.0,46.31132075471698,15.0,66.57023944641911,1.0,362.0
tonikelope_megabasterd,tonikelope_megabasterd,2.7611940298507465,1.0,4.4025772641901675,0.0,26.0,1.4875621890547264,1.0,1.330824754565072,1.0,6.0,102.85074626865672,5.0,292.12765636265993,1.0,2199.0
TooTallNate_Java,WebSocket,3.5555555555555554,2.0,4.1270423589392236,0.0,34.0,1.8199233716475096,1.0,1.3509774217600796,1.0,7.0,49.06130268199234,19.0,94.50081438715199,1.0,756.0
torakiki_pdfsam,torakiki_pdfsam,6.960815047021944,5.0,6.44747165177425,0.0,55.0,1.40282131661442,1.0,0.9924953263021956,1.0,18.0,30.25862068965517,20.0,37.53617465210951,1.0,494.0
traccar_traccar,traccar_traccar,5.572379367720466,4.0,4.471472313034416,0.0,48.0,1.9229062673322241,2.0,0.822911364516751,1.0,6.0,37.496949528563505,13.0,79.0189876352113,1.0,1320.0
traex_RippleEffect,traex_RippleEffect,3.4210526315789473,2.0,5.091559349372954,0.0,18.0,1.368421052631579,1.0,0.4955946277833521,1.0,2.0,26.526315789473685,5.0,59.821371525802306,3.0,259.0
trello,archive_RxLifecycle,6.432098765432099,6.0,6.164288830848491,0.0,19.0,1.654320987654321,1.0,1.141933599505248,1.0,7.0,29.234567901234566,24.0,25.97559989920265,1.0,114.0
Trinea_android,common,4.4363636363636365,3.0,4.228620858148471,0.0,22.0,1.2454545454545454,1.0,0.6234906712862545,1.0,4.0,60.972727272727276,22.0,91.72670407356937,1.0,502.0
tronprotocol_java,tron,8.860774818401937,7.0,11.163668092819394,0.0,189.0,1.7590799031476998,1.0,2.0193062420654697,1.0,64.0,91.1955205811138,31.0,231.33288744438596,1.0,4034.0
tuguangquan_mybatis,tuguangquan_mybatis,3.734359961501444,2.0,5.172429816025486,0.0,70.0,1.304138594802695,1.0,0.8211394193989802,1.0,7.0,37.64966313763234,17.0,74.186250000878,1.0,1009.0
tyrantgit_ExplosionField,tyrantgit_ExplosionField,4.9,2.0,4.931756504757937,0.0,14.0,1.5,1.5,0.5270462766947299,1.0,2.0,34.3,20.5,36.88736609976074,5.0,113.0
uber_NullAway,uber_NullAway,4.553633217993079,2.0,8.776330758212273,0.0,113.0,1.2197231833910034,1.0,0.5083277980557005,1.0,5.0,40.84083044982699,11.5,101.69829437451368,1.0,1553.0
