owner,repo,Total_Classes,CBO_Média,CBO_Mediana,CBO_Moda,CBO_DesvioPadrao,CBO_Mínimo,CBO_Máximo,CBO_P90,%CBO_Outliers,%CBO_Acima_14,DIT_Média,DIT_Mediana,DIT_Moda,DIT_DesvioPadrao,DIT_Mínimo,DIT_Máximo,DIT_P90,%DIT_Outliers,%DIT_Acima_7,LOC_Média,LOC_Mediana,LOC_Moda,LOC_DesvioPadrao,LOC_Mínimo,LOC_Máximo,LOC_P90,%LOC_Outliers,%LOC_Acima_500,LCOM_Média,LCOM_Mediana,LCOM_Moda,LCOM_DesvioPadrao,LCOM_Mínimo,LCOM_Máximo,LCOM_P90,%LCOM_Outliers,Média_Coment_Classe,Coment/LOC,Média_Coment_Repo
sshahine,JFoenix,425,6.92,4.0,4,6.939,0,39,16.0,6.353,12.941,1.624,1.0,1,0.961,1,12,3.0,2.824,0.235,57.755,21.0,8,99.304,1,999,149.0,4.0,0.706,22.085,1.0,0,88.532,0,1254,43.8,3.294,5.351,0.13,7.504
ssssssss-team,spider-flow,161,5.385,4.0,4,5.17,0,30,11.0,5.59,6.211,1.733,1.0,1,3.402,1,43,3.0,0.621,0.621,54.335,29.0,37,105.129,2,1136,105.0,3.106,0.621,20.329,1.0,0,49.785,0,300,75.0,6.211,3.026,0.079,4.267
stanfordnlp,CoreNLP,4305,5.922,4.0,1,7.922,0,223,15.0,4.39,10.383,1.65,1.0,1,2.483,1,121,3.0,2.021,0.79,129.462,26.0,5,1010.246,1,62903,281.6,0.441,5.017,148.602,0.0,0,1831.589,0,83638,96.0,0.441,16.851,0.186,24.12
StarRocks,starrocks,9520,8.616,4.0,1,18.49,0,1033,20.0,2.059,16.029,1.498,1.0,1,1.051,1,28,3.0,5.914,0.105,77.266,22.0,5,192.057,1,6854,184.0,2.857,2.574,133.735,0.0,0,3021.357,0,229438,49.0,0.263,4.447,0.077,5.944
stfalcon-studio,ChatKit,108,5.769,3.0,0,6.546,0,34,13.3,4.63,9.259,2.898,2.0,1,4.832,1,47,6.0,1.852,1.852,43.333,14.0,3,91.065,3,600,81.2,3.704,1.852,35.481,0.0,0,135.543,0,937,36.9,3.704,6.379,0.198,8.565
Stirling-Tools,Stirling-PDF,585,8.209,5.0,4,8.042,0,59,19.0,4.274,19.316,1.232,1.0,1,0.559,1,6,2.0,4.103,0.0,60.67,24.0,3,98.994,1,987,157.2,4.274,1.026,16.725,0.0,0,73.079,0,825,25.0,2.393,6.371,0.158,9.562
stleary,JSON-java,91,3.187,2.0,0,4.826,0,35,8.0,3.297,2.198,1.22,1.0,1,0.629,1,5,2.0,3.297,0.0,134.527,23.0,5,307.458,1,2206,334.0,4.396,7.692,365.725,3.0,0,1570.521,0,10434,404.0,3.297,32.147,0.41,55.11
strimzi,strimzi-kafka-operator,1435,11.281,8.0,0,13.41,0,121,27.0,4.808,22.997,1.496,1.0,1,0.886,1,15,2.0,3.415,0.07,83.412,33.0,5,153.37,1,2078,192.6,3.763,2.369,45.922,1.0,0,286.335,0,8882,75.8,1.394,17.663,0.323,26.907
sunfusheng,MarqueeView,22,5.409,4.0,1,4.886,0,16,12.8,4.545,4.545,1.364,1.0,1,0.492,1,2,2.0,0.0,0.0,36.545,17.0,3,53.089,3,245,77.7,4.545,0.0,5.455,0.0,0,12.086,0,45,13.9,9.091,2.269,0.073,2.682
SuperMonster003,AutoJs6,1768,5.15,3.0,2,6.557,0,51,11.0,4.468,6.674,1.465,1.0,1,0.878,1,11,3.0,4.129,0.17,63.02,21.0,3,134.144,1,2057,143.3,2.998,1.867,37.234,1.0,0,200.585,0,5451,65.0,1.81,6.251,0.125,7.856
supertokens,supertokens-core,974,10.999,10.0,0,10.987,0,156,22.0,2.361,31.93,1.597,1.0,1,1.092,1,17,3.0,1.335,0.205,110.338,47.0,11,177.231,1,2735,295.4,3.901,3.593,71.144,3.0,0,1151.286,0,35752,66.0,0.103,5.628,0.078,8.644
Suwayomi,Suwayomi-Server,408,5.551,2.0,2,10.463,0,132,11.3,3.431,8.824,1.625,1.0,1,1.475,1,17,3.0,5.147,0.49,100.478,17.5,3,260.091,1,3386,237.8,3.676,4.412,1509.539,1.0,0,21703.834,0,435705,339.9,0.245,50.89,0.757,76.086
swagger-api,swagger-core,1476,4.82,3.0,2,6.878,0,144,10.0,2.371,4.065,1.226,1.0,1,0.604,1,9,2.0,3.388,0.068,28.743,8.0,5,120.266,1,2904,56.0,1.152,0.407,49.711,0.0,0,740.879,0,26393,15.0,0.61,5.206,0.208,5.967
syncthing,syncthing-android,142,6.514,2.5,0,9.144,0,49,17.8,6.338,14.085,1.69,1.0,1,1.125,1,6,3.0,8.451,0.0,59.324,13.5,3,107.16,1,555,175.8,6.338,1.408,9.049,0.0,0,24.89,0,134,24.6,5.634,6.35,0.153,9.077
tbruyelle,RxPermissions,20,4.65,2.0,1,5.669,0,20,10.8,10.0,10.0,1.1,1.0,1,0.308,1,2,1.1,10.0,0.0,43.8,11.5,5,87.988,3,382,77.9,5.0,0.0,10.1,0.0,0,33.524,0,146,9.9,5.0,3.36,0.096,4.2
tchiotludo,akhq,305,8.203,6.0,3,7.888,0,58,18.0,4.59,17.049,1.292,1.0,1,0.529,1,4,2.0,1.639,0.0,56.957,16.0,5,127.634,1,847,103.6,4.262,2.951,29.01,0.0,0,147.832,0,1365,19.2,2.951,3.38,0.072,4.111
Team-xManager,xManager,524,2.017,2.0,2,2.604,0,47,3.0,2.099,0.763,1.021,1.0,1,0.243,1,6,1.0,1.336,0.0,41.634,7.0,7,523.675,2,11978,44.7,0.191,0.191,4.767,0.0,0,70.602,0,1448,0.0,0.382,0.013,0.0,0.013
TeamAmaze,AmazeFileManager,443,7.305,4.0,1,10.725,0,110,16.0,4.74,11.512,1.449,1.0,1,0.988,1,10,2.0,4.063,0.226,71.898,19.0,5,170.297,1,1665,160.4,3.16,2.709,28.84,0.0,0,166.952,0,2622,23.4,1.58,7.051,0.134,9.661
TeamNewPipe,NewPipe,586,8.295,5.0,3,10.321,0,91,20.0,4.437,15.358,1.645,1.0,1,1.096,1,11,3.0,6.485,0.341,70.932,24.0,5,140.609,1,1566,159.5,3.925,2.048,43.297,1.0,0,237.06,0,4194,80.0,1.365,9.409,0.192,13.648
tencentmusic,supersonic,1136,6.282,4.0,3,7.315,0,59,15.0,4.665,10.475,1.29,1.0,1,0.626,1,4,2.0,6.074,0.0,40.82,14.0,4,83.547,1,906,92.5,3.433,0.616,46.084,0.0,0,654.959,0,18103,36.0,0.352,1.877,0.056,2.288
Tencent,APIJSON,70,5.886,3.0,1,8.672,0,44,12.2,5.714,8.571,1.243,1.0,1,0.669,1,4,2.1,10.0,0.0,197.771,19.0,4,616.794,2,4671,362.1,2.857,10.0,1165.571,6.0,0,5422.454,0,42660,1159.7,2.857,22.896,0.159,31.4
Tencent,GT,1042,3.907,2.0,2,5.156,0,49,9.0,3.647,3.647,1.298,1.0,1,0.662,1,6,2.0,5.854,0.0,53.019,18.0,5,117.732,1,1851,123.9,3.263,1.056,13.777,0.0,0,80.869,0,1793,15.0,1.823,6.676,0.17,9.009
Tencent,matrix,1393,5.681,3.0,2,7.132,0,59,15.0,6.533,10.553,1.343,1.0,1,1.014,1,16,2.0,3.877,0.431,56.735,16.0,5,103.8,1,1213,153.2,5.025,0.933,12.894,0.0,0,65.669,0,1325,21.0,1.866,2.374,0.051,2.866
Tencent,QMUI_Android,1066,5.468,3.0,2,6.564,0,54,14.0,4.503,9.099,1.629,1.0,1,1.34,1,16,4.0,3.565,0.375,54.699,11.0,5,138.047,1,1721,131.0,3.565,1.782,35.342,0.0,0,197.899,0,2968,28.0,2.345,3.023,0.066,3.59
Tencent,Shadow,674,4.245,3.0,1,4.121,0,30,9.0,4.896,2.819,1.785,1.0,1,1.058,1,8,3.0,8.012,0.148,32.5,12.0,5,57.347,2,682,86.4,4.748,0.148,17.332,0.0,0,94.803,0,1328,21.0,1.929,2.476,0.089,2.887
Tencent,tinker,520,4.794,3.0,1,7.117,0,96,12.0,2.308,6.346,1.604,1.0,1,2.506,1,53,2.0,0.385,0.385,77.785,28.0,2,137.518,1,1334,207.5,4.615,2.308,28.471,0.0,0,110.992,0,1270,49.0,2.885,7.996,0.132,10.302
Tencent,VasSonic,111,4.198,2.0,1,4.901,0,25,12.0,7.207,4.505,1.279,1.0,1,0.59,1,4,2.0,3.604,0.0,66.856,19.0,5,119.643,3,829,159.0,4.505,1.802,21.613,0.0,0,96.043,0,933,47.0,2.703,15.906,0.341,22.784
termux,termux-app,321,5.91,4.0,0,7.184,0,61,13.0,3.115,8.1,1.43,1.0,1,0.704,1,6,2.0,9.034,0.0,76.04,31.0,8,148.193,1,1912,185.0,1.869,1.558,61.006,0.0,0,237.91,0,2103,78.0,3.427,16.67,0.359,27.265
testcontainers,testcontainers-java,897,5.348,4.0,4,4.882,0,71,10.0,3.122,3.902,1.494,1.0,1,0.887,1,13,2.0,2.787,0.223,34.556,19.0,5,49.82,1,770,76.4,4.236,0.111,21.912,1.0,0,186.817,0,5118,24.4,0.892,4.779,0.199,6.867
TGX-Android,Telegram-X,2885,9.469,4.0,1,19.49,0,409,22.0,2.912,17.088,1.423,1.0,1,0.874,1,11,2.0,4.021,0.208,145.649,20.0,3,510.115,1,10798,328.6,2.184,7.002,544.44,1.0,0,8407.716,0,317118,153.8,0.416,5.698,0.049,7.118
TheAlgorithms,Java,1505,2.062,2.0,1,1.457,0,14,4.0,5.914,0.0,1.044,1.0,1,0.279,1,7,1.0,3.455,0.0,38.288,26.0,8,41.393,1,451,79.6,4.452,0.0,7.966,1.0,0,27.335,0,780,21.0,2.591,8.185,0.326,12.465
TheoKanning,openai-java,165,5.388,4.0,4,8.234,0,81,8.6,2.424,3.636,1.085,1.0,1,0.373,1,4,1.0,6.061,0.0,16.867,7.0,4,35.623,1,394,39.4,1.818,0.0,15.552,0.0,0,182.875,0,2346,0.0,0.606,5.518,0.51,8.594
theonedev,onedev,8208,5.838,4.0,2,8.858,0,377,12.0,2.522,7.152,1.411,1.0,1,0.839,1,8,2.0,3.679,0.012,40.188,14.0,5,175.504,1,7550,68.0,1.145,0.828,26.063,0.0,0,493.852,0,24974,11.0,0.329,1.631,0.043,1.738
thinkaurelius,titan,1594,5.864,3.0,1,8.653,0,109,13.7,3.262,9.034,1.37,1.0,1,0.806,1,7,2.0,7.528,0.0,44.644,14.0,5,125.808,1,3622,98.0,2.07,0.816,20.506,1.0,0,117.232,0,3309,29.0,1.443,5.653,0.168,7.497
ThirtyDegreesRay,OpenHub,656,6.756,4.0,2,7.582,0,48,16.5,5.793,11.89,1.633,1.0,1,1.182,1,9,4.0,10.366,0.305,37.422,11.0,5,58.908,1,633,111.0,4.878,0.152,32.928,1.0,0,130.036,0,2194,78.0,1.982,1.454,0.046,1.703
tiann,epic,149,3.228,3.0,3,5.288,0,61,5.2,0.671,0.671,1.624,1.0,1,0.826,1,3,3.0,0.0,0.0,34.409,12.0,5,65.189,2,385,81.8,4.698,0.0,30.396,1.0,0,219.899,0,2624,16.2,0.671,4.579,0.159,5.47
tianshiyeben,wgcloud,118,6.042,3.0,1,7.75,0,55,13.0,5.085,7.627,1.195,1.0,1,0.398,1,2,2.0,19.492,0.0,51.737,37.5,34,56.348,6,381,89.3,3.39,0.0,34.542,9.5,0,49.618,0,209,104.0,7.627,10.689,0.282,14.585
timehop,sticky-headers-recyclerview,29,4.621,2.0,1,4.946,0,17,10.4,6.897,6.897,1.276,1.0,1,0.528,1,3,2.0,3.448,0.0,27.862,8.0,5,39.881,2,174,74.4,6.897,0.0,3.241,0.0,0,6.68,0,31,10.0,3.448,4.2,0.208,5.793
tink-crypto,tink,1465,7.666,5.0,2,7.43,0,75,18.0,4.983,14.676,1.289,1.0,1,1.242,1,41,2.0,1.843,0.068,56.083,30.0,8,78.786,1,1256,131.0,3.549,0.341,30.076,1.0,0,184.046,0,5123,49.0,1.16,6.34,0.175,9.794
TNG,ArchUnit,3672,3.61,2.0,0,7.094,0,208,9.0,2.859,4.058,1.275,1.0,1,1.048,1,28,2.0,2.56,0.354,21.821,6.0,2,61.586,1,1187,44.0,2.914,0.327,39.496,0.0,0,483.883,0,14028,9.0,0.626,2.371,0.119,2.59
TommyLemon,Android-ZBLibrary,318,5.377,3.0,1,6.411,0,48,15.0,5.031,11.006,1.56,1.0,1,1.033,1,5,3.0,6.918,0.0,46.311,15.0,5,66.57,1,362,135.9,6.918,0.0,26.667,0.0,0,131.611,0,2113,62.2,1.887,9.218,0.272,12.61
tonikelope,megabasterd,201,2.761,1.0,1,4.403,0,26,8.0,5.473,2.985,1.488,1.0,1,1.331,1,6,3.0,7.463,0.0,102.851,5.0,5,292.128,1,2199,287.0,4.478,4.975,85.721,0.0,0,378.927,0,2717,37.0,3.483,4.39,0.048,4.98
TooTallNate,Java-WebSocket,261,3.556,2.0,2,4.127,0,34,8.0,3.065,2.299,1.82,1.0,1,1.351,1,7,4.0,2.682,0.0,49.061,19.0,11,94.501,1,756,94.0,3.448,1.149,36.621,6.0,0,184.146,0,1923,36.0,1.916,9.6,0.281,13.793
torakiki,pdfsam,638,6.961,5.0,2,6.447,0,55,15.0,4.702,11.755,1.403,1.0,1,0.992,1,18,2.0,2.351,0.157,30.259,20.0,5,37.536,1,494,63.3,2.978,0.0,4.831,0.0,0,21.881,0,377,10.0,1.567,1.325,0.054,1.635
traccar,traccar,1803,5.572,4.0,4,4.471,0,48,11.0,3.272,3.272,1.923,2.0,2,0.823,1,6,3.0,4.77,0.0,37.497,13.0,8,79.019,1,1320,80.8,3.05,0.388,5.927,0.0,0,47.361,0,1228,6.0,1.109,2.357,0.075,2.806
traex,RippleEffect,19,3.421,2.0,2,5.092,0,18,8.0,10.526,10.526,1.368,1.0,1,0.496,1,2,2.0,0.0,0.0,26.526,5.0,5,59.821,3,259,49.6,5.263,0.0,23.158,0.0,0,98.77,0,431,3.0,5.263,4.19,0.175,4.632
trello-archive,RxLifecycle,81,6.432,6.0,1,6.164,0,19,16.0,1.235,20.988,1.654,1.0,1,1.142,1,7,3.0,4.938,0.0,29.235,24.0,5,25.976,1,114,58.0,3.704,0.0,1.407,0.0,0,4.064,0,22,4.0,4.938,1.697,0.071,2.074
Trinea,android-common,110,4.436,3.0,3,4.229,0,22,10.0,8.182,2.727,1.245,1.0,1,0.623,1,4,2.0,4.545,0.0,60.973,22.0,6,91.727,1,502,171.2,7.273,0.909,43.064,1.0,0,150.885,0,1417,105.3,1.818,26.961,0.72,43.873
tronprotocol,java-tron,1652,8.861,7.0,1,11.164,0,189,17.0,2.421,14.225,1.759,1.0,1,2.019,1,64,3.0,0.303,0.182,91.196,31.0,9,231.333,1,4034,175.9,2.785,3.208,80.76,1.0,0,1226.409,0,46427,32.8,0.484,6.05,0.088,8.061
tuguangquan,mybatis,1039,3.734,2.0,1,5.172,0,70,9.0,2.984,2.984,1.304,1.0,1,0.821,1,7,2.0,7.411,0.0,37.65,17.0,3,74.186,1,1009,82.0,2.984,0.674,21.468,0.0,0,204.211,0,6149,20.0,0.577,2.707,0.093,3.5
tyrantgit,ExplosionField,10,4.9,2.0,2,4.932,0,14,11.3,0.0,0.0,1.5,1.5,1,0.527,1,2,2.0,0.0,0.0,34.3,20.5,5,36.887,5,113,77.0,10.0,0.0,4.3,0.0,0,10.393,0,33,10.5,10.0,0.0,0.0,0.0
uber,NullAway,579,4.556,2.0,1,8.769,0,113,11.0,3.282,6.39,1.221,1.0,1,0.509,1,5,2.0,2.073,0.0,40.819,11.0,5,101.719,1,1553,103.2,2.418,0.864,52.057,0.0,0,330.676,0,5253,52.6,1.554,7.746,0.303,12.361
uknownothingsnow,CircleProgress,25,5.76,6.0,0,4.216,0,13,12.6,0.0,0.0,1.68,2.0,2,0.69,1,4,2.0,4.0,0.0,58.04,24.0,6,97.307,3,384,150.2,8.0,0.0,85.76,1.0,0,244.341,0,1007,267.2,8.0,3.854,0.109,6.32
uknownothingsnow,JsBridge,32,3.5,1.5,0,5.003,0,18,11.8,9.375,6.25,1.156,1.0,1,0.369,1,2,2.0,15.625,0.0,36.25,5.0,5,59.714,2,212,87.7,9.375,0.0,17.094,0.0,0,51.74,0,211,31.2,6.25,4.326,0.16,5.812
umano,AndroidSlidingUpPanel,17,4.941,2.0,2,6.638,0,26,12.4,5.882,5.882,1.353,1.0,1,0.786,1,4,2.0,5.882,0.0,118.294,8.0,5,270.381,1,900,367.8,11.765,11.765,132.0,0.0,0,373.941,0,1431,323.6,5.882,39.304,0.45,53.176
uncle-novel,uncle-novel,269,7.29,5.0,3,8.771,0,57,14.2,4.089,10.037,1.658,1.0,1,0.848,1,5,3.0,3.717,0.0,63.164,26.0,8,248.743,2,3960,104.2,0.743,0.743,10.416,0.0,0,35.716,0,334,26.0,1.859,10.928,0.286,18.078
undertow-io,undertow,3103,5.204,3.0,2,6.364,0,63,13.0,5.543,8.572,1.242,1.0,1,0.717,1,16,2.0,4.061,0.161,52.201,18.0,5,103.478,1,1531,128.8,3.803,1.063,36.599,0.0,0,501.717,0,20305,15.0,0.58,4.772,0.115,6.019
VaughnVernon,IDDD_Samples,651,4.737,3.0,0,5.573,0,39,12.0,4.608,5.684,1.664,1.0,1,1.074,1,12,3.0,7.373,0.154,43.74,30.0,5,46.759,1,398,103.0,5.684,0.0,27.327,5.0,0,93.391,0,1647,48.0,2.919,1.364,0.036,1.576
Vedenin,useful-java-links,263,2.304,2.0,0,2.489,0,13,5.0,5.703,0.0,1.023,1.0,1,0.15,1,2,1.0,2.281,0.0,22.688,15.0,9,24.971,1,144,43.0,5.703,0.0,1.833,0.0,0,6.857,0,55,3.0,2.662,5.884,0.306,6.935
vert-x3,vertx-examples,451,5.339,5.0,6,2.655,0,17,8.0,7.095,0.665,1.823,2.0,2,0.52,1,3,2.0,6.208,0.0,20.078,17.0,11,15.539,2,132,34.0,4.213,0.0,1.018,1.0,1,2.501,0,35,1.0,2.217,1.62,0.095,1.907
vespa-engine,vespa,11455,6.042,4.0,2,7.228,0,169,14.0,3.797,8.983,1.616,1.0,1,1.505,1,67,3.0,2.488,0.428,52.153,23.0,5,91.714,1,2198,121.6,3.544,0.698,37.921,1.0,0,302.353,0,14028,45.0,0.934,4.369,0.113,5.908
vinc3m1,RoundedImageView,15,8.4,9.0,9,6.434,0,21,17.0,13.333,13.333,1.8,2.0,1,0.775,1,3,3.0,0.0,0.0,84.333,35.0,12,139.624,1,461,263.6,13.333,0.0,107.467,0.0,0,273.825,0,838,451.2,13.333,9.55,0.151,12.733
vipshop,vjtools,379,3.135,2.0,2,3.473,0,22,7.0,4.749,1.847,1.277,1.0,1,0.763,1,6,2.0,7.916,0.0,48.501,26.0,5,68.092,1,531,108.8,3.166,0.264,26.301,1.0,0,106.806,0,1225,45.0,2.639,8.647,0.269,13.05
vipulasri,Timeline-View,2,9.0,9.0,3,8.485,3,15,13.8,0.0,50.0,1.5,1.5,1,0.707,1,2,1.9,0.0,0.0,209.0,209.0,9,282.843,9,409,369.0,0.0,0.0,453.5,453.5,1,639.932,1,906,815.5,0.0,37.333,0.268,56.0
wasabeef,Blurry,14,5.143,3.5,2,4.538,0,14,12.1,7.143,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,45.429,14.0,6,68.466,3,238,128.1,7.143,0.0,0.643,0.0,0,1.598,0,6,1.0,7.143,1.8,0.042,1.929
wasabeef,glide-transformations,27,5.556,5.0,4,3.355,0,11,10.0,0.0,0.0,2.148,2.0,2,0.77,1,3,3.0,0.0,0.0,36.704,27.0,26,39.642,1,168,53.6,7.407,0.0,2.778,0.0,0,4.535,0,15,8.0,7.407,1.226,0.038,1.407
wasabeef,richeditor-android,43,2.419,2.0,2,2.602,0,17,2.8,2.326,2.326,1.14,1.0,1,0.413,1,3,1.8,11.628,0.0,18.698,5.0,5,59.298,1,343,7.8,4.651,0.0,46.953,0.0,0,305.869,0,2006,0.0,2.326,0.717,0.041,0.767
watabou,pixel-dungeon,839,5.723,4.0,2,7.323,0,95,12.0,3.099,6.317,2.545,2.0,1,1.652,1,13,5.0,5.84,0.954,46.035,25.0,5,76.42,1,990,98.2,3.695,0.477,12.423,1.0,0,61.688,0,1012,25.2,1.549,0.166,0.004,0.179
water8394,flink-recommandSystem-demo,77,3.727,3.0,0,3.779,0,16,9.0,5.195,3.896,1.078,1.0,1,0.27,1,2,1.0,7.792,0.0,23.831,16.0,9,26.255,4,163,45.8,3.896,0.0,6.403,1.0,0,15.621,0,88,18.8,6.494,2.876,0.152,3.623
wdullaer,MaterialDateTimePicker,73,6.589,5.0,0,7.414,0,40,14.8,4.11,10.959,1.466,1.0,1,0.625,1,3,2.0,6.849,0.0,103.233,31.0,3,194.33,1,1209,232.2,4.11,4.11,127.63,1.0,0,461.745,0,2704,171.0,4.11,13.226,0.186,19.205
weibocom,motan,844,5.942,4.0,1,5.751,0,30,14.0,4.621,9.953,1.435,1.0,1,0.819,1,7,2.0,3.436,0.0,55.556,23.0,5,95.206,1,1406,136.0,3.91,0.711,32.718,1.0,0,155.314,0,3132,47.4,2.725,4.425,0.112,6.244
WeiYe-Jing,datax-web,317,5.041,3.0,2,5.42,0,35,12.0,5.363,6.625,1.388,1.0,1,0.683,1,5,2.0,8.517,0.0,43.536,21.0,5,87.543,1,1171,97.0,1.893,0.631,13.24,0.0,0,64.059,0,943,31.4,1.262,6.012,0.214,9.312
wendux,DSBridge-Android,47,2.979,2.0,1,3.898,0,23,5.4,4.255,2.128,1.106,1.0,1,0.312,1,2,1.4,10.638,0.0,39.17,6.0,5,113.013,3,729,76.8,4.255,2.128,15.979,0.0,0,72.19,0,406,6.8,4.255,1.509,0.047,1.83
wequick,Small,185,3.805,2.0,2,4.962,0,29,9.0,4.865,4.865,1.476,1.0,1,0.828,1,7,2.0,3.243,0.0,41.762,6.0,5,110.812,2,755,83.6,2.703,2.703,20.168,0.0,0,143.298,0,1717,6.0,1.622,3.245,0.096,4.016
wildfirechat,im-server,1013,6.407,3.0,0,8.067,0,90,14.0,1.678,9.97,1.542,1.0,1,2.491,1,77,3.0,0.099,0.099,156.373,22.0,5,1515.869,1,47617,372.6,0.296,5.528,111.721,1.0,0,448.014,0,11781,365.0,1.382,10.87,0.09,14.1
williamfiset,Algorithms,463,2.611,2.0,2,1.791,0,12,5.0,2.376,0.0,1.054,1.0,1,0.226,1,2,1.0,5.4,0.0,70.184,47.0,8,70.185,1,434,162.0,5.832,0.0,16.197,3.0,0,38.507,0,294,42.6,4.32,9.365,0.225,15.778
willowtreeapps,spruce-android,122,4.861,3.0,1,6.095,0,44,11.9,2.459,7.377,1.369,1.0,1,0.752,1,5,2.0,7.377,0.0,34.992,15.0,8,66.081,1,520,70.7,2.459,0.82,5.352,0.0,0,30.992,0,336,6.0,0.82,7.845,0.309,10.803
winterbe,java8-tutorial,88,1.034,1.0,1,1.044,0,5,2.0,3.409,0.0,1.0,1.0,1,0.0,1,1,1.0,0.0,0.0,23.648,19.0,3,20.013,2,95,52.3,4.545,0.0,3.909,0.0,0,9.328,0,45,10.0,4.545,1.655,0.095,2.239
WinterChenS,my-site,90,6.189,3.0,1,7.976,0,36,19.0,5.556,16.667,1.189,1.0,1,0.495,1,4,2.0,2.222,0.0,38.844,11.0,6,78.008,2,604,81.8,4.444,1.111,35.022,0.0,0,169.598,0,1306,36.0,2.222,10.49,0.447,17.367
wiremock,wiremock,1299,5.751,4.0,2,6.755,0,92,12.0,3.233,6.62,1.37,1.0,1,0.795,1,8,2.0,6.851,0.077,40.524,18.0,8,69.186,1,753,91.0,3.926,0.693,74.052,1.0,0,729.085,0,20990,36.0,0.77,1.467,0.042,1.705
woxingxiao,BubbleSeekBar,30,4.9,2.0,1,6.885,0,33,12.3,3.333,10.0,1.3,1.0,1,0.535,1,3,2.0,3.333,0.0,65.267,12.0,5,208.433,3,1133,75.5,3.333,3.333,91.7,1.0,0,427.334,0,2325,8.5,3.333,4.5,0.083,5.4
wuhaoyu1990,MagicCamera,352,3.543,3.0,1,4.989,0,51,6.0,4.545,3.693,1.466,1.0,1,0.683,1,8,2.0,5.114,0.284,41.315,25.0,5,52.388,1,400,101.8,4.545,0.0,7.631,0.0,0,33.22,0,395,11.0,1.42,1.483,0.039,1.605
wuyouzhuguli,SpringAll,378,5.243,4.0,2,4.277,0,22,11.3,4.762,3.175,1.111,1.0,1,0.369,1,4,1.0,9.524,0.0,15.955,11.0,5,14.311,2,96,36.0,5.291,0.0,3.749,0.0,0,11.858,0,135,9.0,3.968,1.782,0.129,2.056
WVector,AppUpdate,64,4.438,3.0,1,6.013,0,31,11.1,7.812,7.812,1.156,1.0,1,0.407,1,3,2.0,14.062,0.0,45.703,13.0,5,78.584,1,348,147.3,6.25,0.0,37.141,1.0,0,112.163,0,545,44.4,4.688,10.742,0.327,14.938
wxiaoqi,Spring-Cloud-Platform,177,4.887,3.0,1,5.217,0,31,11.0,3.39,5.085,1.407,1.0,1,0.828,1,5,2.0,3.955,0.0,33.977,17.0,5,45.127,2,232,88.2,7.345,0.0,57.65,0.0,0,211.24,0,1484,66.8,4.52,8.773,0.366,12.441
wyouflf,xUtils3,218,5.225,3.0,1,5.356,0,33,12.3,5.505,6.881,1.408,1.0,1,0.882,1,6,2.0,5.046,0.0,57.619,23.0,5,88.138,1,509,141.8,4.587,0.459,27.45,2.0,0,102.754,0,1246,49.0,3.211,4.111,0.097,5.601
xcc3641,SeeWeather,106,4.925,3.0,1,5.804,0,28,10.5,6.604,6.604,1.538,1.0,1,1.197,1,10,3.0,5.66,0.943,29.255,17.0,3,36.526,1,192,76.0,5.66,0.0,6.123,1.0,0,14.984,0,105,15.5,4.717,2.518,0.113,3.302
xcltapestry,XCL-Charts,327,7.74,3.0,0,9.806,0,60,24.0,5.505,20.795,2.177,1.0,1,1.554,1,5,5.0,0.0,0.0,71.55,38.0,1,88.796,1,641,184.0,4.281,0.612,49.043,4.0,0,157.798,0,2238,139.8,2.141,16.399,0.36,25.777
xiaojieonly,Ehviewer_CN_SXJ,910,6.877,4.0,1,9.82,0,116,15.0,3.626,10.549,1.716,1.0,1,1.241,1,15,3.0,3.187,0.549,82.029,30.0,8,166.747,2,1865,186.0,3.516,2.857,68.422,1.0,0,655.39,0,18479,60.2,0.879,5.908,0.101,8.245
ximsfei,Android-skin-support,405,6.079,5.0,4,5.037,0,33,12.0,4.691,5.679,1.393,1.0,1,0.732,1,7,2.0,7.16,0.0,47.844,23.0,5,75.026,3,513,97.0,4.198,0.494,17.672,1.0,0,68.423,0,851,21.0,3.21,3.785,0.083,3.953
xkcoding,spring-boot-demo,482,5.052,4.0,2,4.002,0,19,11.0,5.602,3.734,1.131,1.0,1,0.488,1,5,1.0,1.452,0.0,14.861,7.0,5,19.359,2,168,36.0,5.809,0.0,2.322,0.0,0,9.815,0,106,4.0,2.075,5.819,0.566,8.415
xpipe-io,xpipe,1481,6.959,5.0,2,6.48,0,79,15.0,4.524,10.533,1.575,1.0,1,1.087,1,19,3.0,5.604,0.203,41.533,21.0,5,65.29,1,1011,96.0,3.579,0.27,18.834,1.0,0,161.648,0,3585,22.0,0.743,0.853,0.025,1.024
XRecyclerView,XRecyclerView,166,3.91,2.0,2,4.847,0,38,9.0,3.012,2.41,1.422,1.0,1,0.605,1,4,2.0,4.819,0.0,31.03,9.0,6,63.035,1,681,71.5,2.41,0.602,9.042,0.0,0,63.091,0,770,3.0,1.807,1.251,0.047,1.47
xuchengsheng,spring-reading,290,2.814,3.0,3,2.179,0,12,6.0,4.138,0.0,1.028,1.0,1,0.164,1,2,1.0,2.759,0.0,10.614,8.0,2,8.556,2,66,21.0,4.138,0.0,0.541,0.0,0,3.205,0,45,1.0,1.379,2.197,0.29,3.083
